name,release_date,steamspy_tags,median_playtime,price
Hector: Badge of Carnage - Full Series,2011-04-27,Adventure;Point & Click;Casual,0,14.99
Super Splatters,2013-06-26,Indie;Casual;Action,254,6.99
Capsized,2011-04-29,Action;Platformer;Indie,153,5.99
ibb & obb,2014-05-26,Co-op;Puzzle;Local Co-Op,284,8.99
The Cat and the Coup,2011-06-15,Indie;Free to Play;Cats,12,0.0
Air Conflicts: Secret Wars,2011-07-15,Simulation;Action;Flight,20,4.79
The Tiny Bang Story,2011-04-22,Puzzle;Point & Click;Hidden Object,303,3.99
Defy Gravity Extended,2016-03-18,Platformer;Indie;Puzzle,186,0.79
Steel Storm: Burning Retribution,2011-05-11,Indie;Action;Shooter,280,11.39
Nexuiz,2012-05-10,Action;Arena Shooter;FPS,9,7.99
Slam Bolt Scrappers,2013-03-14,Action;Indie;Strategy,0,6.99
Solar 2,2011-06-17,Space;Indie;Casual,402,6.99
Section 8®: Prejudice™,2011-05-04,Action;FPS;Sci-fi,53,6.99
Kohan: Immortal Sovereigns,2011-08-24,Strategy;RTS;Fantasy,0,6.99
Kohan: Ahriman's Gift,2011-08-24,Strategy;RTS;Fantasy,0,6.99
Kohan II: Kings of War,2011-08-24,Strategy;RTS;Fantasy,0,6.99
Magic: The Gathering - Duels of the Planeswalkers 2013,2012-06-20,Card Game;Strategy;Trading Card Game,1903,6.99
Trauma,2011-08-08,Indie;Adventure;Casual,7,4.39
Frozen Synapse,2011-05-26,Strategy;Turn-Based;Tactical,227,18.99
Toy Soldiers,2012-04-27,Tower Defense;Strategy;World War I,148,4.99
Hard Reset Extended Edition,2012-07-12,FPS;Cyberpunk;Action,275,9.99
Naval Warfare,2011-05-25,Action;Indie;Steampunk,0,1.99
Demolition Inc.,2011-09-19,Strategy;Indie;Casual,155,4.79
Dungeons of Dredmor,2011-07-13,Rogue-like;Turn-Based;RPG,1302,3.49
Alien Hallway,2011-08-19,Strategy;Action;Indie,0,3.99
Dungeons and Dragons: Daggerdale,2011-06-24,RPG;Action;Fantasy,0,10.99
Yar's Revenge,2011-04-28,Action;On-Rails Shooter,0,6.99
Renegade Ops,2011-10-26,Action;Twin Stick Shooter;Top-Down,28,9.99
Garshasp: The Monster Slayer,2011-05-09,Action;Indie;Hack and Slash,0,3.99
Garshasp: Temple of the Dragon,2012-09-24,Action;Indie;Hack and Slash,0,3.99
NightSky,2011-03-01,Indie;Platformer;Casual,32,6.99
Spiral Knights,2011-06-14,Free to Play;Massively Multiplayer;RPG,64,0.0
Puzzle Pirates,2011-08-31,Free to Play;Massively Multiplayer;Puzzle,214,0.0
3DCoat 4.8,2012-10-02,Animation & Modeling,0,95.99
Runespell: Overture,2011-07-20,Card Game;RPG;Indie,127,7.99
Vertex Dispenser,2011-06-10,Strategy;Action;Indie,0,6.99
Kingdoms of Amalur: Reckoning™,2012-02-09,RPG;Fantasy;Open World,170,19.99
Orcs Must Die!,2011-10-11,Tower Defense;Action;Strategy,195,7.99
Gatling Gears,2011-08-30,Action;Adventure;Indie,21,7.99
Shank 2,2012-02-07,Action;Beat 'em up;Indie,256,7.19
Warp,2012-03-21,Action;Adventure;Indie,0,7.99
iBomber Defense,2011-05-26,Strategy;Tower Defense;Indie,112,2.99
Storm in a Teacup,2012-01-19,Indie;Casual;Platformer,0,2.99
Inside a Star-filled Sky,2011-05-14,Indie;Action;Strategy,0,4.99
BEEP,2011-05-06,Indie;Platformer;Adventure,147,1.59
ORION: Prelude,2013-04-16,Dinosaurs;Action;FPS,98,0.79
A New Beginning - Final Cut,2012-12-11,Adventure;Point & Click;Indie,186,7.99
Lume,2011-05-09,Adventure;Indie;Point & Click,8,4.79
Critical Mass,2011-06-20,Casual;Indie;Puzzle,0,1.59
Ms. Splosion Man,2013-04-03,Action;Indie;Platformer,0,6.99
Age of Empires® III: Complete Collection,2012-01-05,Strategy;RTS;Base-Building,211,29.99
Terraria,2011-05-16,Sandbox;Adventure;Survival,1840,6.99
Tobe's Vertical Adventure,2011-07-18,Indie;Action;Adventure,17,0.79
PixelJunk™ Eden,2012-02-02,Casual;Indie;Platformer,74,6.99
Bastion,2011-08-16,Great Soundtrack;Indie;Action,234,11.39
Space Pirates and Zombies,2011-08-15,Space;Action;Indie,282,6.99
Breath of Death VII,2011-07-13,RPG;Indie;JRPG,26,0.0
Cthulhu Saves the World,2011-07-13,RPG;Indie;Comedy,388,0.0
Arma 3,2013-09-12,Simulation;Military;Multiplayer,3621,29.99
Waves,2011-11-16,Indie;Twin Stick Shooter;Action,11,3.99
Starpoint Gemini,2012-02-16,RPG;Simulation;Space,0,10.59
Ticket to Ride,2012-05-24,Board Game;Strategy;Multiplayer,607,6.99
Memoir '44 Online,2011-10-12,Strategy;Board Game;Casual,7,0.0
Vessel,2012-03-01,Puzzle;Indie;Platformer,25,14.99
Project Zomboid,2013-11-08,Early Access;Survival;Zombies,701,9.99
Death Rally,2012-08-03,Racing;Action;Remake,0,6.99
Alan Wake,2012-02-16,Action;Horror;Adventure,228,11.39
Crysis 2 - Maximum Edition,2011-03-22,Action;FPS;Sci-fi,208,19.99
Legend of Fae,2011-07-26,Indie;Casual;Female Protagonist,0,6.99
Fowl Space,2012-03-21,Action;Indie;Memes,0,3.99
Neverwinter,2013-12-05,Free to Play;MMORPG;RPG,543,0.0
Achron,2011-08-29,Strategy;Indie;Time Travel,0,14.99
inMomentum,2011-10-31,Racing;Indie;Parkour,0,6.99
Data Jammers: FastForward,2011-10-24,Action;Indie;Arcade,0,0.0
Astro Tripper,2011-09-15,Indie;Action;Shoot 'Em Up,0,3.99
Alien Zombie Megadeath,2011-10-18,Action;Indie;Arcade,0,3.99
Mutant Storm: Reloaded,2012-03-21,Indie;Action;Twin Stick Shooter,0,3.99
L.A. Noire,2011-11-08,Detective;Crime;Open World,478,19.99
The Clockwork Man,2011-08-10,Casual;Indie;Hidden Object,0,4.99
The Clockwork Man: The Hidden World,2011-09-23,Adventure;Casual;Indie,0,6.99
Snuggle Truck,2012-02-03,Casual;Racing;Indie,199,3.99
Bunch of Heroes,2011-09-21,Action;Indie;Co-op,29,3.99
Serious Sam Double D XXL,2011-08-30,Action;Indie;Platformer,527,6.99
Avadon: The Black Fortress,2011-08-17,RPG;Indie;Fantasy,13,6.99
Monaco: What's Yours Is Mine,2013-04-24,Co-op;Stealth;Indie,135,10.99
The Binding of Isaac,2011-09-28,Rogue-like;Indie;Replay Value,567,3.99
APB Reloaded,2011-12-06,Free to Play;Open World;Action,302,0.0
Fallen Earth Free2Play,2012-02-22,Free to Play;Survival;Multiplayer,75,0.0
Costume Quest,2011-10-14,RPG;Adventure;Comedy,227,6.99
Stacking,2012-03-06,Adventure;Puzzle;Indie,238,6.99
Iron Brigade,2012-08-13,Tower Defense;Action;Mechs,31,10.99
Cossacks II: Napoleonic Wars,2011-08-26,Strategy;RTS;Historical,17,3.99
American Conquest,2011-08-26,Strategy;RTS;Historical,0,3.99
American Conquest: Fight Back,2011-08-26,Strategy;RTS;Historical,3,3.99
Prototype 2,2012-07-26,Action;Open World;Gore,953,19.99
Owlboy,2016-11-01,Pixel Graphics;Adventure;Great Soundtrack,534,18.99
Super Toy Cars,2014-06-06,Racing;Indie;Multiplayer,0,6.99
Quantum Conundrum,2012-06-21,Puzzle;First-Person;Comedy,220,6.99
Global Ops: Commando Libya,2011-10-26,Action;Third-Person Shooter;Third Person,0,3.99
Nancy Drew®: Shadow at the Water's Edge,2011-09-15,Adventure;Point & Click;Mystery,0,5.19
Puzzler World 2,2011-10-24,Casual;Indie;Strategy,61,4.99
Battle Chess: Game of Kings™,2015-12-11,Strategy;Chess;Casual,0,22.99
Worms Revolution,2012-10-10,Strategy;Multiplayer;Funny,259,10.99
Sideway™ New York,2011-11-15,Adventure;Indie;Platformer,0,6.99
Realm of the Mad God,2012-02-20,Free to Play;Massively Multiplayer;Pixel Graphics,64,0.0
Off-Road Drive,2011-09-29,Simulation;Racing;Offroad,0,3.99
Batman: Arkham City - Game of the Year Edition,2012-09-07,Action;Open World;Batman,618,14.99
A Game of Dwarves,2012-10-23,Strategy;Casual;City Builder,991,7.99
Oil Rush,2012-01-25,Strategy;Indie;RTS,9,5.59
SOL: Exodus,2012-01-25,Indie;Action;Simulation,0,5.59
Memento Mori,2012-11-09,Adventure;Point & Click;Singleplayer,4,9.99
XCOM: Enemy Unknown,2012-10-11,Turn-Based Strategy;Tactical;Strategy,1049,14.99
Dungeons - The Dark Lord,2011-09-27,Strategy;Simulation;RPG,3,14.99
Disciples III - Resurrection,2011-10-11,Strategy;Turn-Based;RPG,0,9.99
Torchlight II,2012-09-20,RPG;Action RPG;Hack and Slash,508,14.99
Cave Story+,2011-11-22,Platformer;Metroidvania;Indie,152,10.99
Geneforge 1,2001-12-01,RPG;Indie;Strategy,0,0.0
Geneforge 2,2003-07-01,RPG;Indie;Strategy,0,0.0
Geneforge 3,2005-04-01,RPG;Indie;Strategy,0,0.0
Geneforge 4: Rebellion,2006-11-01,RPG;Indie;Strategy,0,0.0
Geneforge 5: Overthrow,2008-11-01,RPG;Indie;Strategy,0,0.0
Revelations 2012,2012-04-23,Action;Indie;Strategy,8,0.0
Pox Nora,2014-10-15,Free to Play;Strategy;RPG,2,0.0
EverQuest II,2011-12-07,Free to Play;RPG;Massively Multiplayer,604,0.0
Sins of a Solar Empire: Trinity®,2011-11-16,Strategy;Space;4X,145,15.49
Toki Tori 2+,2013-07-11,Indie;Puzzle;Casual,149,10.99
Serious Sam: The Random Encounter,2011-10-24,Action;Indie;RPG,18,3.99
Airline Tycoon 2,2011-10-24,Simulation;Strategy;Economy,0,6.99
Flatout 3: Chaos & Destruction,2011-12-13,Racing;Psychological Horror;Destruction,19,6.99
Really Big Sky,2012-02-24,Indie;Action;Shoot 'Em Up,281,3.99
Orcs Must Die! 2,2012-07-30,Tower Defense;Co-op;Action,244,11.99
Wolfenstein: The New Order,2014-05-19,FPS;Action;Shooter,630,14.99
Assassin's Creed® Revelations,2011-11-30,Action;Open World;Parkour,1306,12.49
Impire,2013-02-14,Strategy;Fantasy;Villain Protagonist,76,14.99
Galactic Civilizations® II: Ultimate Edition,2011-12-02,Strategy;4X;Space,17,14.99
Ridge Racer™ Unbounded,2012-03-29,Racing;Arcade;Destruction,0,7.99
Scary Girl,2012-04-09,Action;Platformer;Female Protagonist,31,4.99
Scoregasm,2012-02-08,Action;Indie;Twin Stick Shooter,17,3.99
Nancy Drew®: Alibi in Ashes,2011-11-02,Adventure;Point & Click;Mystery,0,5.19
Hegemony Gold: Wars of Ancient Greece,2012-03-30,Strategy;Indie;Historical,5,10.99
Demigod,2011-12-14,Strategy;MOBA;RPG,270,7.19
Dynamite Jack,2012-05-10,Action;Indie;Adventure,9,7.19
Alan Wake's American Nightmare,2012-05-22,Action;Adventure;Horror,123,6.19
Real Warfare 2: Northern Crusades,2011-11-18,Strategy;Medieval;RTS,0,3.99
Call of Duty®: Black Ops II,2012-11-12,Action;Multiplayer;FPS,400,39.99
Hitman: Absolution™,2012-11-19,Stealth;Action;Third Person,400,14.99
Tomb Raider,2013-03-04,Adventure;Action;Female Protagonist,475,14.99
Titan Attacks!,2012-02-03,Indie;Arcade;Action,189,7.19
America's Army: Proving Grounds,2013-08-01,Free to Play;FPS;Action,24,0.0
King's Bounty: Warriors of the North,2012-10-25,RPG;Strategy;Turn-Based Strategy,798,6.99
Fortune Summoners,2012-01-30,Anime;RPG;Indie,27,12.99
Containment: The Zombie Puzzler,2012-03-02,Casual;Indie;Puzzle,0,3.99
Warlock - Master of the Arcane,2012-05-08,Strategy;Turn-Based Strategy;Fantasy,136,18.99
Sonic the Hedgehog 4 - Episode II,2012-05-14,Adventure;Platformer;Co-op,1121,5.99
F1 RACE STARS™,2012-11-15,Racing;Arcade;Split Screen,61,10.99
Binary Domain,2012-04-26,Action;Third-Person Shooter;Sci-fi,1242,9.99
Crusader Kings II,2012-02-14,Grand Strategy;Strategy;Medieval,272,29.99
The Dark Eye: Chains of Satinav,2012-06-22,Adventure;Point & Click;Fantasy,566,26.99
SATAZIUS,2011-12-16,Shoot 'Em Up;Indie;Action,124,4.79
Fable - The Lost Chapters,2011-12-19,RPG;Adventure;Action,555,6.99
Superbrothers: Sword & Sworcery EP,2012-04-16,Adventure;Indie;Pixel Graphics,65,4.99
Max Payne 3,2012-05-31,Action;Third-Person Shooter;Bullet Time,531,14.99
LEGO® Harry Potter: Years 5-7,2012-01-05,LEGO;Adventure;Magic,1904,14.99
Waveform,2012-03-20,Indie;Puzzle;Great Soundtrack,160,0.79
Snapshot,2012-08-30,Indie;Adventure;Casual,89,6.99
The Bridge,2013-02-22,Puzzle;Indie;Casual,123,6.99
Awesomenauts - the 2D moba,2012-08-01,MOBA;Multiplayer;Platformer,490,0.0
Serious Sam 2,2012-01-31,Action;FPS;Co-op,305,6.99
Castle Crashers®,2012-09-26,Co-op;Action;Adventure,306,9.99
Pineapple Smash Crew,2012-02-02,Indie;Action;Rogue-like,0,6.99
Pickers,2012-02-22,Casual;Adventure;Hidden Object,0,6.99
Infested Planet,2014-03-06,Strategy;Action;Tower Defense,2974,11.39
Confrontation,2012-04-04,RPG;Strategy;Action,0,6.99
Rotastic,2012-10-11,Action;Casual,0,7.99
Retro City Rampage™ DX,2014-11-11,Action;Open World;Retro,629,10.99
Deep Black: Reloaded,2012-04-18,Action;Third-Person Shooter;Third Person,0,22.99
Men of War: Condemned Heroes,2012-04-12,Strategy;Action;World War II,115,5.59
Sins of a Solar Empire: Rebellion®,2012-06-12,Strategy;Space;RTS,393,30.99
Crusader Kings Complete,2012-02-14,Strategy;Grand Strategy;Medieval,60,7.99
Magical Drop V,2012-11-15,Puzzle;Indie;Casual,182,0.79
Lumino City,2014-12-02,Indie;Adventure;Casual,29,8.99
BIT.TRIP CORE,2012-10-02,Indie;Action;Rhythm,0,6.99
BIT.TRIP VOID,2012-12-19,Indie;Action;Music,0,6.99
BIT.TRIP FATE,2013-07-11,Action;Indie;Music,0,6.99
BIT.TRIP FLUX,2014-06-05,Action;Indie;Casual,0,6.99
Dishonored,2012-10-11,Stealth;First-Person;Action,565,7.99
Rocksmith™,2012-10-18,Music;Simulation;Education,1371,25.99
Hell Yeah! Wrath of the Dead Rabbit,2012-10-03,Platformer;Action;2D,146,9.99
3DMark 11,2012-10-02,Utilities;Benchmark,0,14.99
Gratuitous Tank Battles,2012-05-17,Strategy;Indie;Simulation,0,6.99
Foreign Legion: Multi Massacre,2012-07-09,Action;Indie;Casual,26,4.79
Port Royale 3,2012-05-04,Strategy;Trading;Simulation,64,9.99
The Testament of Sherlock Holmes,2012-09-20,Adventure;Detective;Point & Click,1,14.99
1000 Amps,2012-02-22,Indie;Platformer;Puzzle,0,3.99
EverQuest,2012-12-13,Free to Play;RPG;Massively Multiplayer,20,0.0
Insanely Twisted Shadow Planet,2012-04-17,Metroidvania;Adventure;Indie,275,11.99
Jagged Alliance: Crossfire,2012-08-24,Strategy;RPG;Simulation,0,9.99
Luxor Evolved,2012-03-01,Casual;Action;Indie,94,6.99
Yesterday,2012-03-22,Adventure;Point & Click;Mystery,126,6.99
Auditorium,2012-02-28,Indie;Casual;Music,0,4.99
Tiny and Big: Grandpa's Leftovers,2012-06-19,Indie;Physics;Platformer,197,6.99
Jet Set Radio,2012-09-19,Great Soundtrack;Classic;Action,136,5.59
Warlock 2: The Exiled,2014-04-10,Strategy;Fantasy;Turn-Based,0,14.99
Avernum 4,2012-05-11,RPG;Indie;Isometric,0,0.0
Avernum 5,2012-05-11,RPG;Indie;Isometric,0,3.99
Avernum 6,2012-05-11,RPG;Indie;Isometric,0,3.99
Gunpoint,2013-06-03,Stealth;Puzzle;Indie,242,6.0
Gotham City Impostors Free to Play,2012-08-30,Free to Play;Action;Multiplayer,107,0.0
Clan of Champions,2012-10-30,Action,0,1.59
Cladun X2 / クラシックダンジョンX2,2012-08-1,RPG;Action;Indie,541,6.0
Tales From Space: Mutant Blobs Attack,2012-08-15,Indie;Platformer;Action,183,7.19
Crazy Machines Elements,2012-02-10,Casual;Strategy;Puzzle,0,6.99
Saints Row IV,2013-08-22,Open World;Action;Comedy,1094,10.99
To the Moon,2012-09-07,Story Rich;Great Soundtrack;Indie,233,6.99
Dungeons & Dragons Online®,2012-06-25,Free to Play;RPG;MMORPG,804,0.0
AirMech Strike,2018-03-30,Free to Play;Strategy;Multiplayer,172,0.0
3SwitcheD,2012-03-29,Casual;Indie;Match 3,259,6.99
iBomber Defense Pacific,2012-03-01,Tower Defense;Strategy;Casual,108,2.99
Alien Spidy,2013-03-20,Indie;Action;Adventure,0,7.99
Bang Bang Racing,2012-06-08,Racing;Arcade;Local Multiplayer,0,7.99
Indie Game: The Movie,2012-06-12,Movie;Documentary;Indie,249,6.99
SpeedRunners,2016-04-19,Multiplayer;Racing;Local Multiplayer,320,10.99
Legend of Grimrock,2012-04-11,Dungeon Crawler;RPG;Indie,362,10.99
Fireburst,2012-04-25,Racing;Action;Adventure,0,6.99
ArcheBlade™,2014-04-25,Free to Play;Anime;Action,101,0.0
Cubemen,2012-03-16,Strategy;Tower Defense;Indie,111,2.79
Ys: The Oath in Felghana,2012-03-19,Great Soundtrack;Action;JRPG,635,9.99
Ys Origin,2012-05-31,RPG;Great Soundtrack;JRPG,1234,12.99
eXceed - Gun Bullet Children,2012-08-02,Bullet Hell;Anime;Shoot 'Em Up,108,1.99
eXceed 2nd - Vampire REX,2012-08-02,Bullet Hell;Anime;Shoot 'Em Up,171,4.79
eXceed 3rd - Jade Penetrate Black Package,2012-08-02,Bullet Hell;Anime;Shoot 'Em Up,141,4.79
Wizorb,2012-03-14,Indie;Arcade;Pixel Graphics,504,1.99
"Hack, Slash, Loot",2012-04-05,Rogue-like;Indie;RPG,139,4.99
Rayman® Origins,2012-03-29,Platformer;Local Co-Op;2D,497,8.59
Noitu Love 2: Devolution,2012-04-23,Action;Indie;Pixel Graphics,219,3.99
English Country Tune,2012-08-09,Puzzle;Indie;Casual,3,3.99
A Virus Named TOM,2012-08-01,Indie;Puzzle;Action,97,6.99
AVSEQ,2012-08-23,Indie;Casual;Music,0,1.59
Botanicula,2012-05-07,Point & Click;Adventure;Indie,20,7.99
Bumbledore,2012-03-15,Indie;Casual;Strategy,0,3.99
Arena Wars 2,2012-10-12,Strategy;Action;RTS,0,2.79
Symphony,2012-08-06,Music;Indie;Action,321,6.19
Jane's Advanced Strike Fighters,2012-03-08,Simulation;Arcade;Flight,0,7.99
Sacred Citadel,2013-04-16,Action;Beat 'em up;Local Co-Op,263,7.99
Myst V: End of Ages,2012-03-16,Adventure;Point & Click;Puzzle,0,6.99
Endless Space® - Collection,2012-07-04,Strategy;4X;Space,352,0.0
Doom 3: BFG Edition,2012-10-18,FPS;Horror;Action,985,14.99
Avernum: Escape From the Pit,2012-04-11,RPG;Indie;Isometric,0,6.99
Tryst,2012-09-14,Strategy;Action;Indie,30,11.99
F1 2012™,2012-09-19,Racing;Simulation;Sports,2887,14.99
Omerta - City of Gangsters,2013-01-31,Strategy;Crime;Simulation,281,10.99
STAR WARS™ Knights of the Old Republic™ II - The Sith Lords™,2012-08-23,RPG;Star Wars;Story Rich,774,7.19
Lunar Flight,2012-04-10,Simulation;VR;Indie,476,10.99
Midnight Mysteries: Salem Witch Trials,2012-03-28,Adventure;Casual;Hidden Object,0,6.99
Midnight Mysteries 3: Devil on the Mississippi,2012-03-28,Adventure;Casual;Hidden Object,0,6.99
Midnight Mysteries 4: Haunted Houdini,2012-03-28,Adventure;Casual;Hidden Object,0,6.99
Batman™: Arkham Knight,2015-06-23,Batman;Action;Open World,1296,15.99
Blades of Time,2012-04-20,Action;Female Protagonist;Hack and Slash,105,6.99
Colour Bind,2012-09-24,Indie;Action;Puzzle,0,6.99
Game of Thrones,2012-06-07,RPG;Action;Fantasy,1421,10.99
Apotheon,2015-02-03,Action;Platformer;Mythology,716,10.99
Batman™: Arkham Origins,2013-10-24,Action;Batman;Open World,443,0.0
Drunken Robot Pornography,2014-02-19,FPS;Bullet Hell;Indie,167,10.99
Guns of Icarus Online,2012-10-29,Steampunk;Team-Based;Multiplayer,295,3.99
Resident Evil: Operation Raccoon City,2012-05-18,Action;Zombies;Multiplayer,237,22.99
Street Fighter X Tekken,2012-05-11,Fighting;Action;Arcade,196,22.99
Call of Duty®: Ghosts,2014-03-25,Dog;FPS;Action,307,39.99
Stealth Bastard Deluxe,2012-11-28,Stealth;Platformer;Indie,465,6.99
Sherlock Holmes and The Hound of The Baskervilles,2012-04-23,Adventure;Casual;Hidden Object,0,6.99
A Valley Without Wind,2012-04-24,Platformer;Action;Indie,84,0.0
All Zombies Must Die!: Scorepocalypse,2012-04-19,Indie;Action;Zombies,0,3.99
Analogue: A Hate Story,2012-04-27,Visual Novel;Indie;Anime,167,7.19
Dungeonbowl - Knockout Edition,2012-07-02,Strategy;Sports;Fantasy,487,9.99
Mini Motor Racing EVO,2013-05-01,Racing;Indie;Casual,121,3.99
Strike Suit Zero,2013-01-23,Space;Action;Mechs,77,14.99
Roller Coaster Rampage,2012-06-19,Simulation;Indie;Casual,0,6.99
Magrunner: Dark Pulse,2013-06-20,Puzzle;Lovecraftian;Cyberpunk,0,6.99
Call of Duty®: Advanced Warfare - Gold Edition,2014-11-03,Dog;FPS;Action,267,39.99
Cortex Command,2012-09-28,Indie;Action;Strategy,229,14.99
Fieldrunners,2012-05-24,Tower Defense;Strategy;Indie,130,3.99
R.A.W. Realms of Ancient War,2012-10-11,RPG;Action;Hack and Slash,24,11.99
Cannon Fodder 3,2012-08-06,Action;Strategy,0,10.99
Splice,2012-06-13,Puzzle;Indie;Casual,23,6.99
Lone Survivor: The Director's Cut,2012-04-23,Horror;Indie;Survival Horror,128,11.39
Highborn,2013-02-19,Casual;Strategy;Indie,0,1.59
Triple Town,2012-12-06,Casual;Strategy;Puzzle,170,6.99
Spirits,2012-09-04,Indie;Lemmings;Strategy,210,2.89
Nancy Drew®: Tomb of the Lost Queen,2012-05-16,Adventure;Point & Click;Female Protagonist,0,14.99
Sanctum 2,2013-05-15,Tower Defense;FPS;Co-op,203,11.39
Cloudberry Kingdom™,2013-08-02,Indie;Platformer;Local Co-Op,33,8.59
Rune Classic,2012-06-13,Action;Adventure;Third Person,592,6.99
The Witness,2016-01-26,Puzzle;Exploration;First-Person,674,29.99
Alien Shooter 2 Conscription,2012-05-18,Action;Indie;RPG,47,7.19
Viking: Battle for Asgard,2012-10-17,Action;Adventure;Hack and Slash,24,9.99
Unmechanical,2012-08-08,Indie;Adventure;Casual,96,6.99
They Bleed Pixels,2012-08-29,Platformer;Difficult;Indie,390,6.99
Primal Fears,2013-01-08,Action;Indie;Co-op,0,6.99
Magical Diary: Horse Hall,2012-05-31,Visual Novel;Dating Sim;Anime,0,10.99
Offspring Fling!,2012-05-11,Indie;Puzzle;Platformer,180,4.99
Deadlight,2012-10-25,Zombies;Platformer;Indie,415,9.99
Adventures of Shuggy,2012-06-13,Platformer;Indie;Puzzle,83,3.99
RaceRoom Racing Experience,2013-02-12,Racing;Free to Play;Multiplayer,42,0.0
Wanderlust: Rebirth,2012-07-27,RPG;Indie;Adventure,283,3.99
Thief™ Gold,2012-05-22,Stealth;Classic;First-Person,325,4.99
Thief™ II: The Metal Age,2012-05-22,Stealth;Classic;Steampunk,1584,4.99
Conflict Desert Storm™,2012-05-28,Action;Tactical;Third-Person Shooter,0,4.99
Dead Hungry Diner,2012-05-16,Casual;Indie;Zombies,239,3.99
Starbound,2016-07-22,Sandbox;Adventure;Survival,2055,11.99
Conquest of Elysium 3,2012-10-24,Strategy;Indie;Turn-Based,0,6.99
Test Drive: Ferrari Racing Legends,2012-12-10,Racing;Simulation,1350,14.99
Galaxy on Fire 2™ Full HD,2012-08-21,Space;Simulation;Action,361,5.59
Kung Fu Strike - The Warrior's Rise,2012-07-24,Action;Indie;Beat 'em up,99,6.99
Resonance,2012-07-25,Adventure;Point & Click;Indie,219,6.99
Star Conflict,2013-02-27,Free to Play;Space;Action,113,0.0
Sugar Cube: Bittersweet Factory,2012-11-07,Indie;Platformer;Action,268,4.99
Vindictus,2012-06-22,Free to Play;Action;Hack and Slash,249,0.0
Continent of the Ninth Seal,2012-09-13,Free to Play;RPG;Massively Multiplayer,48,0.0
The Lord of the Rings Online™,2012-06-06,Free to Play;MMORPG;Massively Multiplayer,300,0.0
Tom Clancy's Ghost Recon: Future Soldier™,2012-06-27,Action;Stealth;Co-op,325,12.49
FTL: Faster Than Light,2012-09-14,Rogue-like;Space;Indie,633,6.99
Party of Sin,2012-12-13,Action;Indie;Adventure,357,4.79
New Star Soccer 5,2012-09-27,Sports;Simulation;Indie,0,9.99
Super Crate Box,2012-08-29,Free to Play;Indie;Platformer,39,0.0
Penny Arcade's On the Rain-Slick Precipice of Darkness 3,2012-06-25,RPG;Indie;Comedy,0,1.69
LEGO® Batman™ 2: DC Super Heroes,2012-06-22,LEGO;Action;Batman,1031,14.99
MDK2 HD,2012-07-30,Action;Third-Person Shooter;Comedy,0,10.99
Atooms to Moolecules Demo,2012-04-06,Indie;Casual,0,0.0
Sonic Adventure 2,2012-11-19,Action;Platformer;Great Soundtrack,1188,5.99
Dwarfs - F2P,2012-10-18,Free to Play;Strategy;Casual,49,0.0
South Park™: The Stick of Truth™,2014-03-06,RPG;Comedy;Adventure,628,25.99
Magic 2014 — Duels of the Planeswalkers,2013-06-26,Card Game;Strategy;Trading Card Game,1600,6.99
Rigonauts,2012-08-07,Casual;Strategy;Indie,0,6.99
Aerofly FS 1 Flight Simulator,2012-10-17,Simulation;Indie;Flight,0,15.49
Galactic Civilizations® I: Ultimate Edition,2012-08-14,Strategy;4X;Space,32,6.99
Divine Divinity,2012-07-05,RPG;Fantasy;Isometric,59,4.79
I Am Alive,2012-09-06,Survival;Post-apocalyptic;Action,408,12.49
Deponia,2012-08-06,Adventure;Point & Click;Comedy,193,6.99
Tower Wars,2012-08-14,Tower Defense;Strategy;Indie,248,5.59
Gear Up,2015-01-28,Free to Play;Multiplayer;Robots,39,0.0
Alien: Isolation,2014-10-06,Horror;Survival Horror;Sci-fi,720,29.99
Eets Munchies,2014-03-11,Indie;Casual;Puzzle,155,4.99
ETHER VAPOR Remaster,2012-09-27,Shoot 'Em Up;Action;Anime,71,5.59
Fairy Bloom Freesia,2012-10-17,Anime;Action;Beat 'em up,226,5.59
Cherry Tree High Comedy Club,2012-11-08,Visual Novel;Anime;Indie,222,5.59
Call of Duty: Black Ops - Mac Edition,2012-09-27,Action;Zombies;Multiplayer,0,15.49
Thirty Flights of Loving,2012-08-20,Short;Indie;Adventure,0,3.99
Space Rangers HD: A War Apart,2013-10-17,Space;RPG;Strategy,0,11.99
Guacamelee! Gold Edition,2013-08-08,Metroidvania;Platformer;Action,317,9.99
The Basement Collection,2012-08-31,Indie;Adventure;Strategy,479,2.99
Half Minute Hero: Super Mega Neo Climax Ultimate Boy,2012-09-27,RPG;Action;Casual,462,6.99
Painkiller Hell & Damnation,2012-10-31,Action;FPS;Gore,174,17.99
Air Conflicts: Pacific Carriers,2012-09-21,Action;Simulation;Flight,0,7.19
Total War™: ROME II - Emperor Edition,2013-09-02,Strategy;Turn-Based Strategy;Historical,1287,29.99
Intrusion 2,2012-09-11,Action;Indie;Platformer,143,6.49
WAKFU,2014-09-18,Free to Play;Massively Multiplayer;Turn-Based Strategy,1086,0.0
The Book of Unwritten Tales,2012-07-31,Adventure;Point & Click;Fantasy,62,17.99
Secret World Legends,2017-07-31,MMORPG;Massively Multiplayer;RPG,408,0.0
Damage Inc. Pacific Squadron WWII,2012-08-28,Action;Simulation;Flight,0,29.99
Primal Carnage,2012-10-29,Dinosaurs;Multiplayer;Action,470,5.59
Rocketbirds: Hardboiled Chicken,2012-10-15,Indie;Platformer;Action,151,3.99
